"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.549307539E0,1.265487671E-1,-1.055117846E-1,-9.634113312E-2,1.908636714E-1
1.557514078E0,1.882119179E-1,-8.805119991E-2,3.137588501E-4,2.077903710E-1
1.565718962E0,2.186427116E-1,-3.477227688E-2,1.066555977E-1,2.457420662E-1
1.573925770E0,1.313810349E-1,6.332135201E-2,8.879613876E-2,1.707493022E-1
1.582128770E0,2.836694717E-1,8.257758617E-2,6.363582611E-2,3.022200280E-1
1.590365808E0,2.062950134E-1,7.271432877E-2,5.731439590E-2,2.261193184E-1
1.598569770E0,7.638454437E-2,1.080137491E-1,3.637981415E-2,1.372044442E-1
1.606772924E0,8.971214294E-3,9.096276760E-2,8.554458618E-4,9.140809353E-2
1.615008808E0,4.441165924E-2,8.906400204E-2,1.592159271E-2,1.007883379E-1
1.623211847E0,9.171676636E-2,9.467625618E-2,2.401590347E-2,1.339862767E-1
1.631450424E0,8.358049393E-2,7.862913609E-2,8.042430878E-2,1.401296166E-1
1.639655962E0,1.348199844E-1,1.269786358E-1,1.421513557E-1,2.334673641E-1
1.647861885E0,1.827340126E-1,1.055529118E-1,1.833891869E-1,2.795795601E-1
1.656071885E0,2.201409340E-1,6.423103809E-2,1.896786690E-1,2.975998228E-1
1.664275577E0,1.088485718E-1,5.870127678E-2,1.603498459E-1,2.024991964E-1
1.672514270E0,-9.299278259E-2,5.754661560E-2,1.136322021E-1,1.577071588E-1
1.680719923E0,-9.005117416E-2,-1.732683182E-2,6.307601929E-2,1.113014702E-1
1.688925539E0,-1.267027855E-1,-9.586048126E-2,4.255580902E-2,1.644804688E-1
1.697135731E0,-9.321355820E-2,-1.327618361E-1,4.054260254E-2,1.672069830E-1
1.705340731E0,-7.858943939E-2,-1.691179276E-1,7.900762558E-2,2.025324130E-1
1.713579539E0,1.059675217E-2,-2.143797874E-1,1.722850800E-1,2.752328709E-1
1.721784000E0,1.478209496E-1,-1.514458656E-1,2.319664955E-1,3.139989465E-1
1.729989962E0,1.796712875E-1,-7.700288296E-2,2.891769409E-1,3.490480178E-1
1.738198385E0,2.279515266E-1,-3.454518318E-2,2.915167809E-1,3.716682684E-1
1.746405423E0,2.063837051E-1,1.429212093E-2,2.582583427E-1,3.309016018E-1
1.754642731E0,1.315708160E-1,5.003190041E-2,1.919064522E-1,2.379961283E-1
1.762848654E0,7.554864883E-2,5.645203590E-2,1.186780930E-1,1.515879957E-1
1.771052692E0,1.630783081E-4,4.332792759E-2,4.561042786E-2,6.290983256E-2
1.779262115E0,-2.973699570E-2,8.867383003E-3,-2.261161804E-2,3.839537296E-2
1.787466384E0,-2.583932877E-2,-3.806352615E-3,-2.408027649E-2,3.552490601E-2
1.795706115E0,-8.883047104E-2,-3.527569771E-2,-2.803659439E-2,9.960561259E-2
1.803912461E0,2.542543411E-2,-1.019489765E-1,1.118183136E-2,1.056649415E-1
1.812119192E0,1.299600601E-1,-7.738816738E-2,5.543136597E-2,1.610937057E-1
1.820330346E0,2.079029083E-1,-7.197785378E-2,1.167550087E-1,2.490705980E-1
1.828535500E0,2.186837196E-1,-3.839480877E-2,1.302123070E-1,2.573945910E-1
1.836775577E0,2.029781342E-1,-2.677822113E-2,1.174178123E-1,2.360172424E-1
1.844979307E0,2.040410042E-1,-8.454799652E-3,9.731149673E-2,2.262161409E-1
1.853185423E0,1.621370316E-1,-9.351491928E-3,6.027126312E-2,1.732295949E-1
1.861416730E0,1.082220078E-1,-1.765835285E-2,-3.112316132E-3,1.096973423E-1
1.869622115E0,9.044027328E-2,-3.567552567E-2,-9.339809418E-3,9.766994524E-2
1.877860499E0,7.263994217E-2,-3.650224209E-2,-1.782989502E-2,8.322788014E-2
1.886065461E0,9.088563919E-2,-7.516562939E-2,3.348541260E-2,1.226023822E-1
1.894269769E0,8.037090302E-2,-8.462667465E-3,-1.571226120E-2,8.232845161E-2
1.902477076E0,1.080327034E-1,-2.258718014E-2,9.101676941E-2,1.430569747E-1
1.910682999E0,1.763238907E-1,1.638031006E-2,1.500539780E-1,2.321090806E-1
1.918922307E0,1.753482819E-1,3.120064735E-2,1.729264259E-1,2.482419166E-1
1.927128422E0,1.456618309E-1,5.763995647E-2,1.549844742E-1,2.203631566E-1
1.935334845E0,1.468834877E-1,7.131743431E-2,9.880876541E-2,1.908510087E-1
1.943546422E0,1.025738716E-1,9.432089329E-2,5.938434601E-2,1.514738611E-1
1.951753499E0,9.671211243E-2,1.124550104E-1,5.398273468E-3,1.484200236E-1
1.959995268E0,4.042243958E-2,5.855274200E-2,-2.211380005E-2,7.450783429E-2
1.968202768E0,4.398155212E-2,2.420091629E-2,-1.637935638E-3,5.022692614E-2
1.976408768E0,6.657123566E-2,2.863705158E-2,4.784154892E-2,8.683676608E-2
1.984621268E0,1.585249901E-1,-4.971385002E-3,9.507608414E-2,1.849171407E-1
1.992827768E0,1.521697044E-1,9.088039398E-3,1.400470734E-1,2.070057829E-1
2.001068461E0,5.245065689E-2,3.251254559E-2,1.753778458E-1,1.859180621E-1
2.009275114E0,1.300830841E-1,1.494812965E-2,1.840767860E-1,2.258966988E-1
2.017482576E0,8.301687241E-2,5.209445953E-5,1.907014847E-1,2.079876440E-1
2.025696037E0,1.918077469E-2,-2.741968632E-2,1.684579849E-1,1.717493348E-1
2.033902884E0,-5.947589874E-3,-5.013811588E-2,1.241612434E-1,1.340343943E-1
2.042143768E0,-4.994678497E-2,-7.977104187E-2,6.281852722E-2,1.131559447E-1
2.050348307E0,-4.567861557E-2,-7.535088062E-2,4.661750793E-2,9.968692581E-2
2.058553153E0,-7.938814163E-2,-9.184110165E-2,4.213333130E-2,1.285009050E-1
2.066760768E0,1.616477966E-2,-1.102653742E-1,6.652164459E-2,1.297878347E-1
2.074967076E0,9.750556946E-2,-1.137354374E-1,1.100220680E-1,1.858707649E-1
2.083208999E0,1.619296074E-1,-1.097561121E-1,1.202621460E-1,2.296314126E-1
2.091415460E0,1.972322464E-1,-8.205509186E-2,1.476993561E-1,2.597088695E-1
2.099622652E0,2.226614952E-1,-5.729138851E-2,1.466417313E-1,2.726980785E-1
2.107846460E0,2.046489716E-1,-3.315520287E-2,1.171312332E-1,2.381180271E-1
2.116051806E0,1.720266342E-1,-2.469778061E-3,1.045327187E-1,2.013115793E-1
2.124292152E0,1.491951942E-1,1.817226410E-2,6.042289734E-2,1.619887764E-1
2.132499191E0,1.527595520E-1,1.473402977E-2,2.817916870E-2,1.560340921E-1
2.140704922E0,1.156973839E-1,8.731007576E-3,1.974201202E-2,1.176939343E-1
2.148914152E0,6.413173676E-2,2.192890644E-2,1.148939133E-2,6.874418310E-2
2.157119768E0,8.930635452E-2,1.634585857E-2,-8.798599243E-3,9.121528051E-2
2.165360537E0,1.622929573E-1,6.391763687E-3,1.180696487E-2,1.628473612E-1
2.173566152E0,1.824970245E-1,-3.555774689E-3,6.219387054E-3,1.826375872E-1
2.181770883E0,1.811585426E-1,1.755666733E-2,5.807018280E-2,1.910465919E-1
2.189983691E0,1.914734840E-1,2.893233299E-2,4.084920883E-2,1.979086477E-1
2.198188460E0,1.442790031E-1,4.488480091E-2,6.194496155E-2,1.633041774E-1
2.206428152E0,1.019821167E-1,5.838072300E-2,6.134128571E-2,1.325572113E-1
2.214632421E0,9.581947327E-2,4.310190678E-2,6.284427643E-2,1.224277293E-1
2.222837652E0,9.927368164E-2,1.355171204E-2,5.953216553E-2,1.165460917E-1
2.231046998E0,9.331655502E-2,2.481150627E-2,7.758808136E-2,1.238688849E-1
2.239252613E0,5.401659012E-2,2.639877796E-2,8.582162857E-2,1.047856833E-1
2.247492460E0,5.049514771E-2,2.809381485E-2,7.509613037E-2,9.475468944E-2
2.255696767E0,7.331562042E-2,3.454613686E-2,9.308910370E-2,1.234268893E-1
2.263901767E0,1.370401382E-1,2.226066589E-2,1.205062866E-1,1.838404250E-1
2.272113075E0,1.285738945E-1,2.667319775E-2,1.292147636E-1,1.842258423E-1
2.280318536E0,9.606456757E-2,3.075885773E-2,1.236066818E-1,1.595403405E-1
2.288560075E0,7.767248154E-2,4.401803017E-2,1.014509201E-1,1.351402625E-1
2.296765998E0,6.181335449E-2,-9.632110596E-5,8.153820038E-2,1.023199794E-1
2.304973306E0,8.233118057E-2,-7.733225822E-3,7.793998718E-2,1.136347996E-1
2.313184459E0,5.042648315E-2,-4.158020020E-2,1.051793098E-1,1.238322675E-1
2.321389267E0,5.475711823E-2,-6.812369823E-2,1.057071686E-1,1.371611670E-1
2.329631190E0,9.264087677E-2,-6.329154968E-2,1.062541008E-1,1.545253579E-1
2.337838421E0,5.621528625E-2,-3.210484982E-2,1.164941788E-1,1.332733037E-1
2.346045190E0,5.096626282E-2,-1.062858105E-1,1.146917343E-1,1.644640610E-1
2.354268959E0,5.047082901E-2,-1.176376343E-1,1.130762100E-1,1.707985564E-1
2.362478190E0,1.027574539E-1,-1.094311476E-1,1.353650093E-1,2.021335107E-1
2.370723536E0,9.515190125E-2,-8.440411091E-2,1.289830208E-1,1.811478896E-1
2.378932690E0,6.829118729E-2,-8.847987652E-2,9.151554108E-2,1.444557686E-1
2.387140613E0,5.335712433E-2,-8.063602448E-2,7.324266434E-2,1.212997899E-1
2.395353074E0,5.758142471E-2,-7.541859150E-2,5.012130737E-2,1.073113688E-1
2.403559844E0,7.604885101E-2,-9.888410568E-2,7.026147842E-2,1.431718179E-1
