"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.103203490E-1,1.952533722E-1,-7.737360001E-1,1.760773182E0,1.933161523E0
9.185326950E-1,3.252844810E-1,-6.043777466E-1,2.223904848E0,2.327409553E0
9.267386180E-1,3.628649712E-1,-4.176712036E-1,2.398303986E0,2.461296859E0
9.349678870E-1,6.919708252E-1,-1.905350685E-1,2.317541838E0,2.426134251E0
9.431881560E-1,1.201658726E0,2.900695801E-2,2.432672501E0,2.713433359E0
9.513962720E-1,1.837348938E0,4.466991425E-1,2.707907200E0,3.302749256E0
9.596030790E-1,2.272491455E0,6.915173531E-1,2.893644333E0,3.743740267E0
9.678100410E-1,2.547515392E0,8.194456100E-1,3.010481358E0,4.027942873E0
9.760384640E-1,2.743608952E0,6.082739830E-1,3.032191992E0,4.134195882E0
9.842793100E-1,2.306787491E0,3.454136848E-1,3.120411396E0,3.895837063E0
9.924877330E-1,1.647575855E0,2.349801064E-1,2.943364859E0,3.381289479E0
1.000696695E0,8.995604515E-1,2.170891762E-1,2.860366344E0,3.006332041E0
1.008904310E0,-1.030616760E-1,6.322107315E-1,3.187061310E0,3.250795581E0
1.017112156E0,-2.827577591E-1,1.715738297E0,2.878511906E0,3.362966049E0
1.025352848E0,-1.183733940E-1,2.970501423E0,2.177148342E0,3.684815581E0
1.033561348E0,1.168017387E-1,3.740733147E0,1.343941212E0,3.976544367E0
1.041792117E0,-5.005550385E-1,4.817739010E0,2.118804455E-1,4.848304635E0
1.050000041E0,-9.874453545E-1,5.370625019E0,-8.147960901E-1,5.521100804E0
1.058255502E0,-1.464978695E0,5.639146328E0,-1.069500566E0,5.923678363E0
1.066498117E0,-1.867439270E0,5.958328724E0,-6.800514460E-1,6.281041361E0
1.074706617E0,-2.084585667E0,5.514355659E0,-5.081660748E-1,5.917081079E0
1.082915617E0,-2.650403500E0,4.319374084E0,-5.010080338E-2,5.067952376E0
1.091123463E0,-2.631156445E0,3.286283493E0,2.749872208E-1,4.218798574E0
1.099385810E0,-3.246761322E0,2.879621983E0,-4.493355751E-2,4.340011621E0
1.107593848E0,-3.709401608E0,2.358270645E0,-1.800392509E0,4.750001464E0
1.115800386E0,-3.569727659E0,1.721067905E0,-4.288958549E0,5.839537288E0
1.124009463E0,-3.345385313E0,1.429202080E0,-5.804331779E0,6.850145172E0
1.132215963E0,-3.373106241E0,1.381562233E0,-5.771941185E0,6.826555864E0
1.140442925E0,-3.365186453E0,1.580958843E0,-5.087306023E0,6.301158092E0
1.148654002E0,-3.043546677E0,1.814872265E0,-4.580911636E0,5.791518724E0
1.156861117E0,-2.705525875E0,2.140171528E0,-3.601108074E0,4.986800958E0
1.165070040E0,-2.298219681E0,2.411825657E0,-2.740439892E0,4.313783432E0
1.173275155E0,-1.947920322E0,2.691261292E0,-2.047998905E0,3.902765742E0
1.181481963E0,-7.833623886E-1,2.677635670E0,-1.514497280E0,3.174443482E0
1.189693194E0,-5.492687225E-3,2.269980431E0,-1.515517712E0,2.729401997E0
1.197899540E0,-3.554105759E-2,1.864034653E0,-1.419857979E0,2.343477125E0
1.206110694E0,-5.708074570E-1,1.423466206E0,-1.197490215E0,1.945780051E0
1.214317309E0,-5.451650620E-1,1.179886341E0,-1.253171444E0,1.805484808E0
1.222544309E0,-6.108107567E-1,9.753928185E-1,-1.404691696E0,1.815940443E0
1.230760232E0,-1.017236233E0,1.074411869E0,-1.270937085E0,1.950490065E0
1.238966655E0,-1.442112446E0,1.098776817E0,-8.485005498E-1,2.001737241E0
1.247185732E0,-1.722299576E0,1.047851562E0,-5.440089703E-1,2.088122239E0
1.255393770E0,-1.767002583E0,9.173855782E-1,-4.422996640E-1,2.039490970E0
1.263624001E0,-2.063469887E0,7.686753273E-1,-6.919190288E-1,2.308142473E0
1.271842963E0,-2.058154583E0,3.694162369E-1,-5.454303622E-1,2.161009700E0
1.280049963E0,-1.870501041E0,-1.109147072E-1,-2.921421528E-1,1.896423807E0
1.288268809E0,-1.473244667E0,-6.065320969E-1,-9.244230390E-2,1.595893672E0
1.296475040E0,-1.085762024E0,-7.952208519E-1,-2.042041868E-1,1.361232796E0
1.304733809E0,-7.827754021E-1,-6.857886314E-1,-2.873607576E-1,1.079638635E0
1.312954078E0,-6.629896164E-1,-6.157145500E-1,-5.419424176E-2,9.064196900E-1
1.321160963E0,-7.189326286E-1,-7.579350471E-1,4.331007898E-1,1.130887242E0
1.329370078E0,-8.933568001E-1,-9.496364594E-1,5.546664000E-1,1.416880585E0
1.337574039E0,-8.093142509E-1,-1.299973488E0,5.590512156E-1,1.630171429E0
1.345810155E0,-7.084560394E-1,-1.551715374E0,1.480222791E-1,1.712203597E0
1.354029539E0,-8.096609116E-1,-1.658561230E0,-2.464582026E-1,1.862019815E0
1.362235732E0,-6.844763756E-1,-1.736898422E0,-6.887106299E-1,1.989886019E0
1.370447155E0,-1.037990570E0,-1.619694233E0,-9.481465816E-1,2.144718110E0
1.378653039E0,-1.159985065E0,-1.364146233E0,-8.176743388E-1,1.968515080E0
1.386861155E0,-1.054004192E0,-1.223561764E0,-6.353299022E-1,1.735417043E0
1.395074116E0,-1.009108067E0,-1.118422031E0,-3.501559496E-1,1.546536815E0
1.403280078E0,-1.173478127E0,2.325725555E0,4.484966099E-1,2.643331134E0
1.411486347E0,-1.825015068E0,5.436515808E-2,6.739454269E-1,1.946236884E0
