"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.953891150E-1,1.565036774E0,-8.802568316E-1,-3.773925543E0,4.179318867E0
3.976554610E-1,1.626734138E0,-8.998045325E-1,-3.828292608E0,4.255788581E0
3.995774610E-1,1.637729764E0,-9.126327038E-1,-3.855781317E0,4.287435923E0
4.016470760E-1,1.710422635E0,-9.175195694E-1,-3.916257143E0,4.370864647E0
4.036821530E-1,1.755626678E0,-9.370672703E-1,-3.970624208E0,4.441416070E0
4.057777300E-1,1.763567924E0,-9.810495973E-1,-3.992615223E0,4.473656944E0
4.075666540E-1,1.767233133E0,-1.069014192E0,-4.035375595E0,4.533228483E0
4.098457690E-1,1.766622305E0,-1.149648428E0,-4.073860168E0,4.586827068E0
4.118431920E-1,1.782504797E0,-1.204626322E0,-4.111733913E0,4.640560710E0
4.139319990E-1,1.781283021E0,-1.232115149E0,-4.131281853E0,4.664607882E0
4.157675770E-1,1.797776461E0,-1.287703991E0,-4.163657665E0,4.714469952E0
4.179839610E-1,1.808771968E0,-1.344514370E0,-4.195422649E0,4.762451693E0
4.199709220E-1,1.833206654E0,-1.370781660E0,-4.210694313E0,4.792664769E0
4.221060380E-1,1.835650086E0,-1.431257248E0,-4.229630947E0,4.827824199E0
4.240763840E-1,1.872912884E0,-1.487456918E0,-4.244902611E0,4.872322745E0
4.261463840E-1,1.906510472E0,-1.547321677E0,-4.254065514E0,4.911828575E0
4.281046540E-1,1.921782017E0,-1.574199796E0,-4.254065514E0,4.926299271E0
4.303620380E-1,1.936442852E0,-1.632231951E0,-4.246735096E0,4.944567831E0
4.323869230E-1,1.949270964E0,-1.662775159E0,-4.219857216E0,4.936767509E0
4.343332690E-1,1.952325344E0,-1.663386106E0,-4.200920105E0,4.922007448E0
4.362308080E-1,1.933388472E0,-1.681712031E0,-4.143498898E0,4.871830195E0
4.385169610E-1,1.949270964E0,-1.717142224E0,-4.079358101E0,4.836258598E0
4.403236540E-1,1.944384098E0,-1.783726573E0,-3.999334812E0,4.791345213E0
4.425091150E-1,1.957212210E0,-1.827708840E0,-3.948632956E0,4.771048256E0
4.444048080E-1,1.950492740E0,-1.902234316E0,-3.822794676E0,4.694323855E0
4.466796150E-1,1.904066920E0,-1.908343077E0,-3.655417681E0,4.541951404E0
4.485041150E-1,1.908953905E0,-1.944994926E0,-3.478877544E0,4.419241931E0
4.507831150E-1,1.917505980E0,-1.973705649E0,-3.384193420E0,4.361778110E0
4.527330770E-1,1.923614621E0,-2.032348633E0,-3.175277472E0,4.232389538E0
4.548911920E-1,1.951714516E0,-2.080606937E0,-2.930320501E0,4.089607930E0
4.567883840E-1,1.974927306E0,-2.081218004E0,-2.790432453E0,4.002289285E0
4.589793070E-1,2.036624670E0,-2.072665691E0,-2.466673851E0,3.811595860E0
4.608596150E-1,2.092213392E0,-2.050063848E0,-2.108706713E0,3.609260681E0
4.631036910E-1,2.186286688E0,-1.995696783E0,-1.712866187E0,3.420024226E0
4.650738450E-1,2.210110426E0,-1.971262097E0,-1.503950238E0,3.321494945E0
4.671436910E-1,2.290744781E0,-1.899180055E0,-1.080009699E0,3.165567482E0
4.691255380E-1,2.363437653E0,-1.787391663E0,-6.426302195E-1,3.032091702E0
4.713602680E-1,2.431854486E0,-1.666440368E0,-2.193006277E-1,2.956185466E0
4.734199990E-1,2.469728231E0,-1.610240817E0,-1.832595654E-2,2.948350194E0
4.753332680E-1,2.548529863E0,-1.534493446E0,3.524692357E-1,2.995648371E0
4.772541920E-1,2.609005451E0,-1.547321677E0,6.548475623E-1,3.103214325E0
4.795178450E-1,2.636494398E0,-1.616349459E0,8.216137290E-1,3.199802713E0
4.813020770E-1,2.654209375E0,-1.675603390E0,8.246681094E-1,3.245389286E0
