"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.967675238E0,7.524547577E-1,-2.562139511E0,3.581473351E0,4.467403989E0
1.975921046E0,1.464614868E0,-5.962538719E-1,4.742746353E0,4.999425803E0
1.984129276E0,2.310948372E0,1.721096516E0,4.248129845E0,5.133153297E0
1.992362661E0,3.496358871E0,1.990146637E0,2.356891632E0,4.662633072E0
2.000572199E0,3.392998695E0,-2.255396843E-1,1.913025856E0,3.901663264E0
2.008782315E0,2.021475792E0,-2.360616684E0,2.332434654E0,3.885759504E0
2.017022507E0,1.476070404E0,-3.163592339E0,1.657695770E0,3.864589964E0
2.025233122E0,2.078579903E0,-3.727249622E0,6.020061970E-1,4.309906683E0
2.033473622E0,2.753909111E0,-3.727110147E0,3.623788357E-1,4.648299029E0
2.041682507E0,2.277033806E0,-2.205631018E0,3.858113289E-2,3.170359545E0
2.049891315E0,2.269065857E0,-5.702505112E-1,-1.645212173E-1,2.345402469E0
2.058108161E0,2.440016270E0,3.696351051E-1,9.349951744E-1,2.639038742E0
2.066317545E0,2.600595474E0,4.546256065E-1,1.106011868E0,2.862349300E0
2.074542468E0,1.039885998E0,6.712532043E-1,2.775237560E-1,1.268449127E0
2.082750276E0,-1.320956230E0,5.138497353E-1,-9.243298769E-1,1.692144389E0
2.090998622E0,-2.312439442E0,-2.659034729E-1,-1.394276977E0,2.713316995E0
2.099237391E0,-1.484912395E0,-1.030753613E0,-9.621528387E-1,2.047719687E0
2.107446276E0,-6.234793663E-1,-2.080901623E0,-1.099161863E0,2.434550243E0
2.115680314E0,-5.413889885E-1,-3.068149090E0,-1.357955456E0,3.398629708E0
2.123889584E0,-6.910171509E-1,-4.106723785E0,-1.792647481E0,4.533902286E0
2.132099660E0,-4.085893631E-1,-4.654977322E0,-2.224392653E0,5.175295335E0
2.140343737E0,-1.970815659E-1,-4.965911388E0,-2.947515011E0,5.778145187E0
2.148551391E0,-6.331872940E-1,-4.351767063E0,-2.267765045E0,4.947884500E0
2.156774468E0,-1.709822655E0,-3.144609213E0,-1.686587334E0,3.956846907E0
2.164980737E0,-2.330421448E0,-1.380033016E0,-1.605278492E0,3.148376453E0
2.173188122E0,-2.245889187E0,3.158731461E-1,-1.639253139E0,2.798382558E0
2.181426545E0,-2.187813282E0,1.530362129E0,-1.371316671E0,3.001507058E0
2.189634314E0,-1.792993546E0,2.253129482E0,-1.528516531E0,3.260027777E0
2.197864814E0,-1.736431599E0,2.656271935E0,-1.722921133E0,3.611015441E0
2.206071737E0,-1.613369942E0,2.295968533E0,-1.722810507E0,3.292796701E0
2.214278737E0,-1.473114491E0,1.466538429E0,-1.672483206E0,2.667958272E0
2.222492776E0,-1.367530346E0,6.532821655E-1,-9.605312347E-1,1.794306854E0
2.230701199E0,-1.166814804E0,-2.012825012E-1,-2.061438560E-1,1.201859693E0
2.238932929E0,-1.625985622E0,-1.234767437E0,2.050681114E-1,2.051958284E0
2.247140583E0,-2.423018456E0,-2.107547045E0,2.205929756E-1,3.218918179E0
2.255349352E0,-3.222561359E0,-2.353289604E0,1.150437832E0,4.152876218E0
2.263586391E0,-3.197242022E0,-1.849445343E0,1.083350658E0,3.849214630E0
2.271794237E0,-2.609620094E0,-7.978730202E-1,-2.028565407E-1,2.736397115E0
2.280034275E0,-1.521026134E0,4.573678970E-1,-4.473657608E-1,1.650103639E0
2.288243429E0,-5.739674568E-1,1.330873489E0,-7.107114792E-1,1.614240903E0
2.296451929E0,-3.398003578E-1,1.700655460E0,-2.367324829E-1,1.750352978E0
2.304695468E0,-2.103023529E-1,1.804846287E0,7.938728333E-1,1.982909800E0
2.312902737E0,-3.671569824E-1,1.744426727E0,1.909351826E0,2.612174047E0
2.321127314E0,-5.907483101E-1,1.637858391E0,2.259989262E0,2.852913447E0
2.329336583E0,-6.902103424E-1,1.257698536E0,2.392285347E0,2.789484738E0
2.337585467E0,-1.104807854E0,1.007331848E0,2.435513020E0,2.857803617E0
2.345800006E0,-1.480338573E0,6.658868790E-1,2.789728165E0,3.227598312E0
2.354006890E0,-1.893692493E0,5.942544937E-1,2.420998096E0,3.130565675E0
2.362244813E0,-2.016758680E0,7.653236389E-1,2.152872562E0,3.047604980E0
2.370451621E0,-1.667426586E0,7.802624702E-1,1.514886856E0,2.384114748E0
2.378659583E0,-1.273579597E0,9.029879570E-1,1.168807507E0,1.950257221E0
2.386878275E0,-9.676680565E-1,1.013576984E0,1.184913635E0,1.835140347E0
2.395087236E0,-9.725370407E-1,6.591801643E-1,1.170620918E0,1.658523476E0
2.403324467E0,-1.570975304E0,7.919058800E-1,1.572198391E0,2.359424953E0
2.411533621E0,-1.633437634E0,8.209705353E-1,1.896593571E0,2.634232012E0
2.419743198E0,-1.629702568E0,5.235219002E-1,2.474383831E0,3.008750735E0
2.427963390E0,-1.519688129E0,4.520039558E-1,2.984622002E0,3.379604722E0
2.436175429E0,-1.127143383E0,2.266378403E-1,2.839519024E0,3.063443357E0
2.444418198E0,-8.927264214E-1,3.426814079E-1,2.857922077E0,3.013653864E0
2.452626967E0,-4.641456604E-1,4.216432571E-1,2.489641190E0,2.567397025E0
2.460836390E0,-3.395175934E-2,2.588973045E-1,2.477097034E0,2.490821201E0
2.469054121E0,7.172784805E-1,4.210906029E-1,2.503991127E0,2.638518008E0
2.477263390E0,1.522150040E0,4.605350494E-1,2.339848042E0,2.829120381E0
2.485489582E0,1.766116142E0,3.767952919E-1,2.097342968E0,2.767668413E0
2.493698544E0,1.423037529E0,3.969197273E-1,1.848920345E0,2.366661683E0
2.501909967E0,9.155688286E-1,1.877918243E-1,1.519779205E0,1.784169522E0
2.510124082E0,5.013070107E-1,-2.049775124E-1,1.690106392E0,1.774763115E0
2.518334005E0,-2.335262299E-2,2.710056305E-2,2.176715851E0,2.177009803E0
2.526582505E0,1.404318810E-1,-2.738804817E-1,1.896681309E0,1.921492029E0
2.534793082E0,-2.548112869E-1,-2.879042625E-1,1.835150242E0,1.874991751E0
2.543003544E0,-7.532119751E-2,-4.380984306E-1,1.724541664E0,1.780911977E0
2.551231120E0,8.312511444E-2,-2.965340614E-1,1.642184258E0,1.670811590E0
2.559440197E0,7.412915230E-1,-1.753950119E-2,1.133604527E0,1.354577417E0
