"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.532588080E-1,2.993239760E-1,2.333505303E-1,-1.148426682E-1,3.965301389E-1
4.555389820E-1,3.292563558E-1,2.284636050E-1,-1.093448773E-1,4.154054271E-1
4.573617690E-1,3.549126983E-1,2.168571651E-1,-1.032362282E-1,4.285414475E-1
4.597081360E-1,3.811798990E-1,2.046398520E-1,-9.712757170E-2,4.434065286E-1
4.614671540E-1,3.927863538E-1,1.985312104E-1,-9.285151958E-2,4.497968052E-1
4.638102130E-1,4.159992337E-1,1.863138974E-1,-8.368854225E-2,4.634350040E-1
4.657317310E-1,4.355469346E-1,1.698205322E-1,-7.452555746E-2,4.733858934E-1
4.679187520E-1,4.514294267E-1,1.539380401E-1,-6.780604273E-2,4.817500461E-1
4.697123460E-1,4.575380683E-1,1.472185254E-1,-6.230825558E-2,4.846614250E-1
4.720049050E-1,4.734205604E-1,1.319468915E-1,-5.314527452E-2,4.943292722E-1
4.737761920E-1,4.831944108E-1,1.191187203E-1,-4.886921868E-2,5.000543057E-1
4.761270980E-1,4.935791194E-1,1.075122803E-1,-4.214970022E-2,5.069081128E-1
4.780123460E-1,4.978551865E-1,9.834930301E-2,-3.970624134E-2,5.090274626E-1
4.801664440E-1,5.027421117E-1,8.857546002E-2,-3.481931984E-2,5.116714063E-1
4.820043080E-1,5.131267905E-1,7.880161703E-2,-2.932153270E-2,5.199697590E-1
4.843823670E-1,5.149593949E-1,7.452555746E-2,-2.871066704E-2,5.211156681E-1
4.863573080E-1,5.222898126E-1,6.780604273E-2,-2.687807009E-2,5.273582638E-1
4.883952900E-1,5.253441334E-1,6.719517708E-2,-2.443460934E-2,5.301874201E-1
4.902759230E-1,5.283984542E-1,6.597344577E-2,-2.321287990E-2,5.330068102E-1
4.926142900E-1,5.296201706E-1,6.963863969E-2,-2.504547499E-2,5.347656880E-1
4.943195000E-1,5.302310586E-1,7.391469181E-2,-2.687807009E-2,5.360324503E-1
4.966061750E-1,5.296201706E-1,8.063421398E-2,-2.932153270E-2,5.365250729E-1
4.984356540E-1,5.277875662E-1,9.346238524E-2,-3.543018550E-2,5.371687170E-1
5.007781740E-1,5.247332454E-1,1.001819000E-1,-3.970624134E-2,5.356845877E-1
5.025302310E-1,5.222898126E-1,1.142318025E-1,-5.131268129E-2,5.370926775E-1
5.048793670E-1,5.192354321E-1,1.288925707E-1,-6.536258012E-2,5.389721659E-1
5.067633460E-1,5.155702829E-1,1.368338168E-1,-7.513642311E-2,5.386851512E-1
5.089860980E-1,5.106833577E-1,1.514945775E-1,-9.162978828E-2,5.405035772E-1
5.107721150E-1,5.015203953E-1,1.649336219E-1,-1.130100712E-1,5.399046978E-1
5.130722510E-1,4.954117239E-1,1.795943826E-1,-1.343903542E-1,5.438268895E-1
5.148319610E-1,4.923573732E-1,1.863138974E-1,-1.447750628E-1,5.459747889E-1
5.171942900E-1,4.838052690E-1,1.948660165E-1,-1.679879427E-1,5.479600821E-1
5.190947690E-1,4.770857692E-1,1.966986060E-1,-1.893682331E-1,5.496921870E-1
5.212328280E-1,4.715879560E-1,2.046398520E-1,-2.107485086E-1,5.555966191E-1
5.231483840E-1,4.685336351E-1,2.083050460E-1,-2.193006277E-1,5.576804862E-1
5.254475210E-1,4.605923891E-1,2.095267773E-1,-2.412917763E-1,5.605965935E-1
5.273833280E-1,4.557054639E-1,2.083050460E-1,-2.632829249E-1,5.660179860E-1
5.294520210E-1,4.544837475E-1,2.058615834E-1,-2.706133127E-1,5.675967171E-1
5.313243460E-1,4.508185387E-1,1.942551434E-1,-2.938261926E-1,5.721068493E-1
5.336694050E-1,4.465425014E-1,1.826487035E-1,-3.152064681E-1,5.762949523E-1
5.353828460E-1,4.416555762E-1,1.692096740E-1,-3.323107064E-1,5.780328428E-1
5.376590210E-1,4.392121136E-1,1.606575549E-1,-3.396410644E-1,5.779915080E-1
5.396936360E-1,4.331034720E-1,1.521054506E-1,-3.549126983E-1,5.802393549E-1
