"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.654192690E-1,5.949827433E-1,7.244861722E-1,7.177666426E-1,1.180708953E0
2.675438420E-1,5.919284225E-1,7.312057018E-1,7.128797174E-1,1.180355255E0
2.694629230E-1,5.833762884E-1,7.440338731E-1,7.086036801E-1,1.181538604E0
2.716983030E-1,5.827654600E-1,7.599163651E-1,6.988298297E-1,1.185517437E0
2.735414610E-1,5.772676468E-1,7.721336484E-1,6.945537925E-1,1.188205907E0
2.757554960E-1,5.772676468E-1,7.990117669E-1,6.878342628E-1,1.201987401E0
2.776320760E-1,5.760459304E-1,8.301658630E-1,6.811147332E-1,1.218573573E0
2.798606110E-1,5.784893632E-1,8.552113175E-1,6.731734872E-1,1.232557863E0
2.816977690E-1,5.772676468E-1,8.717046976E-1,6.707300544E-1,1.242169804E0
2.840738800E-1,5.797111392E-1,8.985827565E-1,6.682865620E-1,1.261000755E0
2.858725760E-1,5.827654600E-1,9.230173826E-1,6.652322412E-1,1.278323357E0
2.880796110E-1,5.839871764E-1,9.352346659E-1,6.646214128E-1,1.287410783E0
2.900097300E-1,5.882632136E-1,9.596692920E-1,6.572909951E-1,1.303476203E0
2.922323030E-1,5.937610269E-1,9.871582389E-1,6.524040699E-1,1.323882403E0
2.940431920E-1,5.968153477E-1,1.009149432E0,6.462954283E-1,1.338756481E0
2.962897650E-1,5.998696685E-1,1.020144939E0,6.432411075E-1,1.346958960E0
2.981318460E-1,6.041457057E-1,1.033583999E0,6.383541822E-1,1.356754944E0
3.003941110E-1,6.053674817E-1,1.048244715E0,6.377432942E-1,1.368211708E0
3.022440380E-1,6.084218025E-1,1.058629513E0,6.365215778E-1,1.376965233E0
3.045624570E-1,6.065891981E-1,1.063516378E0,6.383541822E-1,1.380765586E0
3.065400380E-1,6.084218025E-1,1.076955438E0,6.420193911E-1,1.393628000E0
3.085726880E-1,6.090326309E-1,1.085507512E0,6.487388611E-1,1.403605861E0
3.104255760E-1,6.133087277E-1,1.087950945E0,6.530149579E-1,1.409330830E0
3.126903030E-1,6.151412725E-1,1.089783549E0,6.664539576E-1,1.417810935E0
3.145028070E-1,6.194173694E-1,1.089172721E0,6.817256212E-1,1.426437842E0
3.167471110E-1,6.255260110E-1,1.081231475E0,6.939429045E-1,1.428951030E0
3.186002690E-1,6.249151230E-1,1.079398870E0,7.024950385E-1,1.431474803E0
3.208506880E-1,6.298020482E-1,1.067792416E0,7.116580009E-1,1.429436383E0
3.227098460E-1,6.346889734E-1,1.056185961E0,7.208209634E-1,1.427564968E0
3.250628800E-1,6.438519955E-1,1.042136073E0,7.250970602E-1,1.423502277E0
3.270859190E-1,6.493497491E-1,1.036638379E0,7.281513810E-1,1.423544400E0
3.290089190E-1,6.609562039E-1,1.029918790E0,7.324274182E-1,1.426199755E0
3.308717300E-1,6.762278080E-1,1.025031924E0,7.360926270E-1,1.431714654E0
3.331262260E-1,6.829473376E-1,1.017090678E0,7.354817390E-1,1.428924037E0
3.349357690E-1,6.872233748E-1,9.938777685E-1,7.373143435E-1,1.415521609E0
3.371828800E-1,6.994407177E-1,9.761626720E-1,7.379252315E-1,1.409483780E0
3.390361150E-1,7.189884186E-1,9.743300676E-1,7.422012687E-1,1.420255664E0
3.412864190E-1,7.305948138E-1,9.761626720E-1,7.446447611E-1,1.428691067E0
3.431374610E-1,7.605272532E-1,9.792169929E-1,7.525860071E-1,1.450397642E0
3.454539180E-1,7.898487449E-1,9.816604257E-1,7.568620443E-1,1.469815766E0
3.474280380E-1,8.252789378E-1,9.847147465E-1,7.593054771E-1,1.492411895E0
3.494583420E-1,8.399397135E-1,9.859365225E-1,7.586946487E-1,1.501061997E0
3.513154230E-1,8.729264140E-1,9.902125597E-1,7.556403279E-1,1.521023913E0
3.535756110E-1,9.089674950E-1,9.938777685E-1,7.489207983E-1,1.541070176E0
3.553807690E-1,9.248499870E-1,9.950994849E-1,7.452555895E-1,1.549508431E0
3.576327260E-1,9.602801800E-1,9.969320893E-1,7.318165898E-1,1.565748107E0
3.596684570E-1,9.950994849E-1,9.993755221E-1,7.189884186E-1,1.583009401E0
3.617377650E-1,1.032973170E0,1.001819015E0,6.951646209E-1,1.598101611E0
3.637731880E-1,1.051299095E0,9.993755221E-1,6.805039048E-1,1.602206849E0
3.659503410E-1,1.086118460E0,9.828822017E-1,6.511823535E-1,1.603043726E0
3.677859990E-1,1.118494272E0,9.535606503E-1,6.157521605E-1,1.593567719E0
3.699561110E-1,1.130100727E0,9.382890463E-1,5.998696685E-1,1.586618293E0
3.718416920E-1,1.156978726E0,8.930850029E-1,5.644394755E-1,1.566777750E0
3.741088030E-1,1.174693823E0,8.417723179E-1,5.283984542E-1,1.538730366E0
3.759208840E-1,1.192408919E0,7.837401032E-1,4.862487316E-1,1.507489771E0
3.781664950E-1,1.196684957E0,7.562511563E-1,4.679227769E-1,1.490946821E0
3.800244220E-1,1.209513187E0,7.079927921E-1,4.239404798E-1,1.464206773E0
3.822720340E-1,1.226617455E0,6.609562039E-1,3.750712574E-1,1.442959436E0
3.843070340E-1,1.242499948E0,6.212499738E-1,3.323107064E-1,1.428351517E0
3.864396110E-1,1.254717231E0,5.998696685E-1,3.084869385E-1,1.424543134E0
3.884117640E-1,1.274875760E0,5.589417219E-1,2.602286041E-1,1.416136638E0
3.904808030E-1,1.301753879E0,5.277875662E-1,2.193006277E-1,1.421694637E0
3.924227300E-1,1.329853654E0,5.021312237E-1,1.740965992E-1,1.432115963E0
3.946327640E-1,1.340849161E0,4.868595898E-1,1.508837193E-1,1.434459700E0
3.964391530E-1,1.365283847E0,4.660901725E-1,1.050688252E-1,1.446471393E0
3.986884950E-1,1.392772794E0,4.416555762E-1,6.230825558E-2,1.462449323E0
4.005398460E-1,1.406211853E0,4.294382632E-1,3.665191308E-2,1.470779508E0
4.027926870E-1,1.427592039E0,4.074471295E-1,-4.886921961E-3,1.484606371E0
4.048275720E-1,1.445307136E0,3.927863538E-1,-5.192354694E-2,1.498629337E0
4.070052640E-1,1.467909217E0,3.781255782E-1,-9.773843735E-2,1.518976374E0
4.090273030E-1,1.475850463E0,3.720169365E-1,-1.197295859E-1,1.526717513E0
4.109509570E-1,1.499674201E0,3.579670191E-1,-1.643227488E-1,1.550537024E0
4.128344610E-1,1.522887111E0,3.524692357E-1,-2.034181207E-1,1.576324410E0
4.150686110E-1,1.552208543E0,3.494149148E-1,-2.388483137E-1,1.608878697E0
4.168908840E-1,1.569923639E0,3.500257730E-1,-2.516764700E-1,1.628041560E0
4.191267640E-1,1.609629869E0,3.506366611E-1,-2.761110961E-1,1.670356765E0
4.209891530E-1,1.659109950E0,3.555235863E-1,-2.858849466E-1,1.720689702E0
4.232330720E-1,1.684155464E0,3.622430861E-1,-2.901609838E-1,1.746938201E0
4.250916920E-1,1.739133358E0,3.720169365E-1,-2.895501256E-1,1.801893646E0
4.274021490E-1,1.798998117E0,3.915646076E-1,-2.809980214E-1,1.862438444E0
4.293096150E-1,1.858862996E0,4.037819207E-1,-2.700024247E-1,1.921278946E0
4.314437260E-1,1.890017033E0,4.129449129E-1,-2.614503205E-1,1.952189580E0
4.333398070E-1,1.955990553E0,4.196644127E-1,-2.333505303E-1,2.014067956E0
4.355959570E-1,2.025629044E0,4.239404798E-1,-2.040289938E-1,2.079549563E0
4.374075380E-1,2.097711325E0,4.117231667E-1,-1.667662114E-1,2.144229404E0
4.396532260E-1,2.140471935E0,3.995058835E-1,-1.478293836E-1,2.182447842E0
4.415578460E-1,2.222327709E0,3.573561609E-1,-1.111774743E-1,2.253620266E0
4.437586870E-1,2.310903311E0,2.981022298E-1,-7.024950534E-2,2.331110045E0
4.456883070E-1,2.355496407E0,2.614503205E-1,-5.436700583E-2,2.370585447E0
4.479724180E-1,2.441017628E0,1.551597714E-1,-2.138028294E-2,2.446037353E0
4.498741530E-1,2.518597364E0,3.176499158E-2,-3.054326167E-3,2.518799521E0
4.519794950E-1,2.574796915E0,-9.407325089E-2,4.886921961E-3,2.576519515E0
4.539741150E-1,2.594344616E0,-1.594358236E-1,1.832595794E-3,2.599239721E0
4.561322260E-1,2.610227108E0,-3.029891551E-1,-9.162978269E-3,2.627769386E0
4.579421150E-1,2.594955444E0,-4.508185387E-1,-3.176499158E-2,2.634015970E0
4.601895330E-1,2.551584244E0,-5.992587805E-1,-6.414084882E-2,2.621794669E0
4.620536920E-1,2.519208193E0,-6.780604124E-1,-7.819075137E-2,2.610036328E0
4.642951100E-1,2.430022001E0,-8.173376918E-1,-1.026253626E-1,2.565848747E0
4.661413070E-1,2.313957453E0,-9.450085163E-1,-1.301143020E-1,2.502872334E0
4.684641490E-1,2.184454203E0,-1.056796908E0,-1.588249654E-1,2.431848112E0
4.704205760E-1,2.109317780E0,-1.111774802E0,-1.734857261E-1,2.390682330E0
4.724735330E-1,1.962099195E0,-1.227228284E0,-2.009746730E-1,2.322996627E0
4.743203450E-1,1.808161139E0,-1.354288220E0,-2.266310006E-1,2.270441565E0
4.765918800E-1,1.731802940E0,-1.428202987E0,-2.431243658E-1,2.257878352E0
4.783869220E-1,1.563204169E0,-1.573588848E0,-2.840523422E-1,2.236174159E0
4.806496100E-1,1.367727280E0,-1.706757545E0,-3.329215646E-1,2.212359826E0
4.825086920E-1,1.104444385E0,-1.781893969E0,-3.866777122E-1,2.131774652E0
4.847550330E-1,9.376781583E-1,-1.765400529E0,-4.111123085E-1,2.040806871E0
4.866074990E-1,4.630358517E-1,-1.521054506E0,-4.691445231E-1,1.657741112E0
4.889689950E-1,-1.203404516E-1,-1.104444385E0,-5.400048494E-1,1.235266959E0
4.908737690E-1,-7.073819637E-1,-6.774495840E-1,-6.139195561E-1,1.155951730E0
4.929152640E-1,-9.773843884E-1,-4.862487316E-1,-6.505714655E-1,1.270811278E0
4.948566530E-1,-1.417207360E0,-1.698205322E-1,-7.452555895E-1,1.610193035E0
4.970333790E-1,-1.720196486E0,4.276056588E-2,-8.717046976E-1,1.928930661E0
4.988499990E-1,-1.819156647E0,9.162978828E-2,-9.450085163E-1,2.052015599E0
5.010914560E-1,-1.922392964E0,9.224065393E-2,-1.130100727E0,2.231867089E0
5.031266490E-1,-1.957212210E0,-6.597344577E-2,-1.335962296E0,2.370617511E0
5.051572640E-1,-1.956601381E0,-1.936442852E-1,-1.444085479E0,2.439501987E0
5.069934220E-1,-1.933388472E0,-4.874704778E-1,-1.656666517E0,2.592327602E0
5.092910330E-1,-1.878410578E0,-7.941248417E-1,-1.835039139E0,2.743433834E0
5.112258450E-1,-1.796554685E0,-1.089783549E0,-1.984701157E0,2.890376377E0
5.132638790E-1,-1.739133358E0,-1.229671717E0,-2.048841953E0,2.955407031E0
5.150959610E-1,-1.605353832E0,-1.463633180E0,-2.147802114E0,3.054903752E0
5.173822260E-1,-1.428202987E0,-1.603521228E0,-2.202169180E0,3.075807731E0
5.191888450E-1,-1.342681766E0,-1.659720898E0,-2.214386463E0,3.075869827E0
5.214394560E-1,-1.154535294E0,-1.715309620E0,-2.213164806E0,3.028751772E0
5.233430760E-1,-9.608910084E-1,-1.719585657E0,-2.197282314E0,2.950988975E0
5.255438020E-1,-7.483099103E-1,-1.665218711E0,-2.176512957E0,2.840797375E0
5.273968070E-1,-6.316346526E-1,-1.605353832E0,-2.162462950E0,2.766291610E0
5.297559560E-1,-3.732386529E-1,-1.475239515E0,-2.142304420E0,2.627757019E0
5.315763450E-1,-9.407325089E-2,-1.312749386E0,-2.130697966E0,2.504403032E0
5.337614560E-1,2.040289938E-1,-1.127657294E0,-2.128254414E0,2.417168933E0
5.357970330E-1,3.500257730E-1,-1.031140566E0,-2.126421928E0,2.389024723E0
5.379149180E-1,6.695083380E-1,-8.155050874E-1,-2.134363174E0,2.380923376E0
5.398329610E-1,9.902125597E-1,-6.029239893E-1,-2.144136906E0,2.437490784E0
5.419719560E-1,1.314581990E0,-4.056145251E-1,-2.162462950E0,2.562985556E0
5.440074950E-1,1.467298269E0,-3.268128932E-1,-2.172847748E0,2.642165440E0
5.460779180E-1,1.761124492E0,-1.887573600E-1,-2.197893143E0,2.822750978E0
5.479851150E-1,2.032348633E0,-8.857546002E-2,-2.223549604E0,3.013711901E0
5.502461870E-1,2.280359983E0,-1.466076635E-2,-2.235766888E0,3.193573260E0
5.521391150E-1,2.404365540E0,1.710422710E-2,-2.260812283E0,3.300384581E0
5.542883410E-1,2.620611906E0,5.497787148E-2,-2.284636021E0,3.477095207E0
5.561763070E-1,2.806925774E0,6.719517708E-2,-2.321898699E0,3.643427103E0
5.584409560E-1,2.901609898E0,7.086037099E-2,-2.339003086E0,3.727639552E0
5.602543070E-1,3.060434818E0,5.436700583E-2,-2.375654936E0,3.874655265E0
5.624973020E-1,3.199101210E0,2.443460934E-2,-2.408030748E0,4.004180027E0
5.644090760E-1,3.321885109E0,-2.748893574E-2,-2.441628456E0,4.122769195E0
5.666007250E-1,3.380528212E0,-4.825835302E-2,-2.456289053E0,4.178953909E0
5.684623840E-1,3.487429619E0,-1.007927656E-1,-2.489275932E0,4.285886046E0
5.708124180E-1,3.578448534E0,-1.594358236E-1,-2.521651745E0,4.380575443E0
5.727151150E-1,3.659082890E0,-2.278527319E-1,-2.555860281E0,4.469141555E0
5.747594560E-1,3.691458702E0,-2.632829249E-1,-2.573575258E0,4.507712819E0
5.766641920E-1,3.753156185E0,-3.249803185E-1,-2.599231720E0,4.576876565E0
5.788759180E-1,3.795305729E0,-3.891211748E-1,-2.626720667E0,4.631999819E0
5.807006530E-1,3.815464258E0,-4.159992337E-1,-2.637716055E0,4.657077287E0
5.829327640E-1,3.850894451E0,-4.618141353E-1,-2.656652927E0,4.701113182E0
5.848253450E-1,3.885102987E0,-5.088507533E-1,-2.681698322E0,4.748100694E0
5.870374560E-1,3.923587561E0,-5.479460955E-1,-2.703078747E0,4.795979460E0
5.888858070E-1,3.940691710E0,-5.699372888E-1,-2.711630821E0,4.817345885E0
5.912047250E-1,3.971235037E0,-6.181956530E-1,-2.722015619E0,4.854095448E0
5.931439990E-1,4.012773991E0,-6.499606371E-1,-2.732400179E0,4.898041922E0
5.952778020E-1,4.031099796E0,-6.603453159E-1,-2.734843731E0,4.915810385E0
