"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.254716317E0,-3.032916546E0,-1.187265301E1,-1.789112806E0,1.238383611E1
1.262924125E0,-3.383187771E0,-1.197191525E1,-1.801646113E0,1.257054664E1
1.271129778E0,-3.765619278E0,-1.230012894E1,-2.794392109E0,1.316365024E1
1.279338009E0,-3.881753206E0,-1.259458351E1,-3.208436489E0,1.356412940E1
1.287546201E0,-3.290752411E0,-1.290696621E1,-3.464775085E0,1.376312081E1
1.295763394E0,-3.654155731E0,-1.249913406E1,-2.679540873E0,1.329515497E1
1.303970163E0,-3.500749111E0,-1.231655502E1,-1.325686336E0,1.287284802E1
1.312177740E0,-3.037787199E0,-1.246990395E1,4.073415995E-1,1.284105068E1
1.320385240E0,-2.035464287E0,-1.245493221E1,1.562177539E0,1.271647946E1
1.328593394E0,-1.309195757E0,-1.197499275E1,7.599298954E-1,1.207029156E1
1.336817932E0,-9.510399699E-1,-1.154579067E1,-1.794762611E-1,1.158628374E1
1.345025855E0,-5.258829594E-1,-1.147980404E1,-7.439601421E-1,1.151589902E1
1.353233624E0,-2.912146449E-1,-1.156629658E1,-1.102592468E0,1.162238068E1
1.361441124E0,-7.842024565E-1,-1.199792862E1,-1.633357525E0,1.213396561E1
1.369649932E0,-1.542105913E0,-1.189808655E1,-1.156237483E0,1.205319208E1
1.377867855E0,-2.933824301E0,-1.081424999E1,-8.155986071E-1,1.123479101E1
1.386076009E0,-3.580282688E0,-9.753243446E0,-1.278472185E0,1.046798323E1
1.394313932E0,-3.905494213E0,-9.203714371E0,-2.314143181E0,1.026238286E1
1.402521201E0,-3.276576757E0,-8.306320190E0,-2.921937227E0,9.395138504E0
1.410726816E0,-3.369179964E0,-7.162720680E0,-2.740655899E0,8.376582593E0
1.418949662E0,-1.994875550E0,1.006303978E1,-1.236130810E1,1.606381760E1
1.427157239E0,-9.398417473E0,2.600523758E1,-2.724227333E1,3.881680163E1
1.435363970E0,-8.855851173E0,3.374593735E1,-2.638698387E1,4.374342585E1
1.443570162E0,-6.628885746E0,3.950290680E1,-1.529685783E1,4.287674931E1
1.451776701E0,-9.254137039E0,4.079456711E1,-7.681997776E0,4.253056369E1
1.459992316E0,-1.116379738E1,3.738049316E1,-2.996972561E0,3.912688955E1
1.468198932E0,-1.080432320E1,3.272776031E1,2.001047134E-1,3.446563124E1
1.476406355E0,-9.480510712E0,2.704624176E1,3.408378601E0,2.886167565E1
1.484614316E0,-6.541684151E0,2.161209106E1,7.074103355E0,2.366260869E1
1.492821739E0,2.731567621E-1,1.495914650E1,1.892651749E1,2.412599724E1
1.501047931E0,5.495593071E0,7.941437721E0,2.439929199E1,2.624106374E1
1.509257277E0,6.752844810E0,3.998279572E0,1.723313522E1,1.893589454E1
1.517466431E0,7.608145237E0,2.412867546E0,1.539500046E1,1.734104503E1
1.525676739E0,6.889145374E-1,-1.809343338E0,3.773105621E1,3.778069520E1
1.533884739E0,-9.372241974E0,3.438652039E0,1.258293056E1,1.606217261E1
1.542106200E0,-1.872527313E1,8.589895248E0,7.744222641E0,2.200897859E1
1.550315393E0,-1.022807884E1,8.528722763E0,9.528905869E0,1.637537040E1
1.558524739E0,5.227507114E0,2.382905960E0,1.429952431E1,1.541043370E1
1.566732662E0,1.106179237E1,-1.894503593E0,1.224673367E1,1.661128772E1
1.574941893E0,9.751392365E0,-3.815290451E0,4.937803745E0,1.157704626E1
1.583166162E0,7.124754429E0,-5.013820648E0,1.141643167E0,8.786573410E0
1.591376008E0,4.805172443E0,-5.361351013E0,1.596944332E-1,7.201338015E0
1.599585277E0,3.413022041E0,-5.387074471E0,4.183259010E-1,6.390953557E0
1.607793854E0,2.560570717E0,-5.870383263E0,1.575158596E0,6.595380705E0
1.616002316E0,2.468712330E0,-6.735671043E0,2.912103176E0,7.742360743E0
1.624221123E0,2.758997679E0,-7.821060181E0,2.547728539E0,8.675942096E0
1.632429969E0,4.601028442E0,-8.990565300E0,5.063409805E0,1.129769207E1
1.640668585E0,9.334114075E0,-1.136115646E1,1.336461449E1,1.986993916E1
1.648878239E0,9.915640831E0,-1.186640739E1,8.042675018E0,1.743032355E1
1.657087546E0,8.220497131E0,-1.132091331E1,6.742405891E-2,1.399086121E1
1.665313931E0,7.096277714E0,-1.086857128E1,-3.735449791E0,1.350690876E1
1.673522777E0,6.519268990E0,-1.030192661E1,-5.950846195E0,1.356624969E1
1.681733085E0,6.031311989E0,-9.592821121E0,-7.096249104E0,1.336995485E1
1.689943700E0,6.260967255E0,-8.842447281E0,-7.324155807E0,1.307791433E1
1.698152892E0,6.227939606E0,-8.142459869E0,-6.706163883E0,1.224987830E1
1.706372046E0,5.902238369E0,-6.642809868E0,-5.781493664E0,1.060136829E1
1.714580315E0,4.276138306E0,-2.660463333E0,1.147117853E0,5.165201189E0
1.722788238E0,4.709208012E-2,8.232559204E0,2.189825630E1,2.339467627E1
1.730996046E0,-2.022993565E0,1.297534466E1,1.476996422E1,1.976370195E1
1.739203930E0,-2.955614626E-1,1.579129028E1,6.559552193E0,1.710204462E1
1.747429277E0,9.317831039E0,2.642721558E1,6.990759373E-1,2.803049064E1
1.755638238E0,1.097782326E1,3.855315399E1,-8.880840302E0,4.105761331E1
1.763847161E0,2.191418171E0,4.375695801E1,-5.765545845E0,4.418953730E1
1.772057700E0,-1.093300533E1,4.274648666E1,-4.812636852E0,4.438416611E1
1.780266969E0,-1.722791100E1,3.147445297E1,-3.362282276E0,3.603813327E1
1.788486430E0,-1.504298306E1,1.835100174E1,-2.261295319E0,2.383619224E1
1.796695815E0,-6.348658562E0,6.945072174E0,-4.304296017E0,1.034729227E1
1.804905661E0,2.071061134E-1,1.725057602E0,-4.011122227E0,4.371249042E0
1.813116392E0,2.954695463E0,2.117347717E-1,-4.343059063E0,5.257111271E0
1.821326853E0,3.052261353E0,1.418209076E-1,-4.529360294E0,5.463654199E0
1.829554699E0,1.181475878E0,2.018241882E-1,-3.526790619E0,3.724898700E0
1.837765853E0,-1.298301697E0,-5.205888748E-1,-3.623252630E0,3.883884614E0
1.845976199E0,-3.928932905E0,-1.916316986E0,-4.555461884E0,6.313558231E0
1.854184892E0,-5.984248161E0,-3.761056423E0,-4.736753464E0,8.508443151E0
1.862391699E0,-7.029487610E0,-5.396974087E0,-5.161931515E0,1.025605003E1
