"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.864797350E-1,-2.217440903E-1,-8.258898258E-1,-4.422664344E-1,9.627377862E-1
4.886225820E-1,-2.199114859E-1,-8.136724830E-1,-4.471533597E-1,9.541331659E-1
4.905234660E-1,-2.180788964E-1,-7.984008789E-1,-4.599815309E-1,9.468819236E-1
4.923857680E-1,-2.186897546E-1,-7.880161405E-1,-4.648684561E-1,9.406898149E-1
4.945921590E-1,-2.217440903E-1,-7.861835957E-1,-4.550946057E-1,9.350754984E-1
4.964040380E-1,-2.321287990E-1,-7.794640660E-1,-4.410447180E-1,9.251856316E-1
4.987433510E-1,-2.309070677E-1,-7.281513810E-1,-4.159992337E-1,8.698148481E-1
5.006281530E-1,-2.125810981E-1,-6.566801667E-1,-3.842342496E-1,7.899718496E-1
5.028007740E-1,-2.064724565E-1,-6.206390858E-1,-3.652974069E-1,7.491768453E-1
5.046172300E-1,-1.881465018E-1,-5.485569835E-1,-3.280346394E-1,6.662736636E-1
5.069050050E-1,-1.649336219E-1,-4.728097022E-1,-2.864958048E-1,5.769159040E-1
5.090053890E-1,-1.508837193E-1,-4.111123085E-1,-2.467895597E-1,5.026771466E-1
5.109672740E-1,-1.447750628E-1,-3.787364662E-1,-2.272418737E-1,4.648010314E-1
5.127457300E-1,-1.386664063E-1,-3.249803185E-1,-1.893682331E-1,4.008751768E-1
5.150363890E-1,-1.350012124E-1,-2.773328125E-1,-1.606575549E-1,3.477781853E-1
5.169461150E-1,-1.325577646E-1,-2.547308207E-1,-1.453859210E-1,3.218639744E-1
5.191885430E-1,-1.368338168E-1,-2.021963894E-1,-1.246165112E-1,2.741097375E-1
5.209526150E-1,-1.411098689E-1,-1.423316002E-1,-1.087340117E-1,2.280205359E-1
5.232456580E-1,-1.521054506E-1,-7.635815442E-2,-1.001819000E-1,1.974918959E-1
5.251527300E-1,-1.631010175E-1,-3.970624134E-2,-9.590584040E-2,1.933299194E-1
5.273502740E-1,-1.722639948E-1,3.420845419E-2,-9.224065393E-2,1.983770160E-1
5.294939280E-1,-1.771509200E-1,8.796459436E-2,-8.735372871E-2,2.162195464E-1
5.313956580E-1,-1.783726513E-1,1.123992056E-1,-8.246681094E-2,2.263871884E-1
5.332669610E-1,-1.875356287E-1,1.551597714E-1,-7.696902007E-2,2.552810153E-1
5.354638510E-1,-1.979203373E-1,2.021963894E-1,-6.230825558E-2,2.897208286E-1
5.372883070E-1,-2.034181207E-1,2.541199327E-1,-4.337143153E-2,3.283853728E-1
5.396150810E-1,-2.113593817E-1,2.797762752E-1,-3.054326214E-2,3.519665371E-1
5.415089220E-1,-2.138028294E-1,3.237585723E-1,-4.276056774E-3,3.880071490E-1
5.436705040E-1,-2.193006277E-1,3.518583775E-1,2.382374369E-2,4.152886392E-1
5.455212300E-1,-2.199114859E-1,3.579670191E-1,5.375614017E-2,4.235459491E-1
5.478030430E-1,-2.174680233E-1,3.561344445E-1,6.291911751E-2,4.219986956E-1
5.499041200E-1,-2.070833147E-1,3.396410644E-1,7.819075137E-2,4.054051621E-1
5.518654280E-1,-1.936442852E-1,3.084869385E-1,7.941248268E-2,3.727849820E-1
5.536493070E-1,-1.881465018E-1,2.883284092E-1,6.414084882E-2,3.502091178E-1
5.559341200E-1,-1.692096740E-1,2.376265824E-1,-5.497787148E-3,2.917679422E-1
5.578382680E-1,-1.466076523E-1,1.808161139E-1,-7.757988572E-2,2.453709629E-1
5.600846200E-1,-1.209513173E-1,1.050688252E-1,-1.716531366E-1,2.348051926E-1
5.618549990E-1,-1.069014147E-1,6.902777404E-2,-2.205223590E-1,2.546033324E-1
5.641405430E-1,-7.269296050E-2,-8.552113548E-3,-3.280346394E-1,3.361013683E-1
5.660419220E-1,-4.153883830E-2,-8.674286306E-2,-4.386012554E-1,4.490221160E-1
5.682454270E-1,-3.665191587E-3,-1.569923609E-1,-5.479460955E-1,5.700043496E-1
5.703888510E-1,1.649336144E-2,-1.857030392E-1,-6.047565937E-1,6.328413603E-1
5.722901580E-1,4.642575979E-2,-2.498438805E-1,-7.159340382E-1,7.596965597E-1
5.741511920E-1,8.002334833E-2,-2.974913716E-1,-8.203920126E-1,8.763263700E-1
5.763595040E-1,9.468411654E-2,-3.194825351E-1,-8.704829812E-1,9.320808939E-1
5.781734220E-1,1.240056455E-1,-3.506366611E-1,-9.694431424E-1,1.038336879E0
5.805116970E-1,1.502728462E-1,-3.720169365E-1,-1.059851170E0,1.133253295E0
5.823631530E-1,1.685988009E-1,-3.781255782E-1,-1.149037480E0,1.221348288E0
5.845690430E-1,1.857030392E-1,-3.726277947E-1,-1.188132882E0,1.258966575E0
5.864368070E-1,2.028072625E-1,-3.561344445E-1,-1.263880134E0,1.328666821E0
5.886731200E-1,2.156354338E-1,-3.268128932E-1,-1.332297087E0,1.388639923E0
5.907736580E-1,2.376265824E-1,-2.901609838E-1,-1.393994451E0,1.443565141E0
5.927350810E-1,2.309070677E-1,-2.736676335E-1,-1.426981211E0,1.471219706E0
5.945052680E-1,2.492330223E-1,-2.394591719E-1,-1.495398164E0,1.534820336E0
5.968043500E-1,2.535090744E-1,-1.918116808E-1,-1.554652095E0,1.586821259E0
5.987171530E-1,2.706133127E-1,-1.637118906E-1,-1.588249683E0,1.619435150E0
6.009570810E-1,2.663372457E-1,-1.020144969E-1,-1.646281838E0,1.670804111E0
6.027283070E-1,2.638937831E-1,-4.642575979E-2,-1.708590150E0,1.729472631E0
